replicate,pos,y_bin,y_um,median_intensity,corrected_intensity
replicate_5,pos11,3,5.25,2627.12987012987,891.6832517047255
replicate_5,pos11,4,6.75,2521.557464480874,786.1108460557296
replicate_5,pos11,5,8.25,2507.783636363636,772.3370179384917
replicate_5,pos11,6,9.75,2420.06456154465,684.6179431195055
replicate_5,pos11,7,11.25,2410.9166666666665,675.4700482415219
replicate_5,pos11,8,12.75,2370.7865168539324,635.3398984287878
replicate_5,pos11,9,14.25,2102.7398198466462,367.29320142150186
replicate_5,pos11,10,15.75,1939.6457607433217,204.1991423181771
replicate_5,pos11,11,17.25,1787.1052631578948,51.65864473275019
replicate_5,pos11,12,18.75,1812.9918032786888,77.54518485354424
replicate_5,pos11,13,20.25,1830.1946428571428,94.74802443199815
replicate_5,pos11,14,21.75,1720.2083333333333,-15.238285091811349
replicate_5,pos11,15,23.25,1631.7808219178082,-103.66579650733638
replicate_5,pos11,16,24.75,1605.9333333333334,-129.5132850918112
replicate_5,pos11,17,26.25,1636.5904076181628,-98.85621080698184
replicate_5,pos11,18,27.75,1684.0666666666666,-51.379951758478
replicate_5,pos11,19,29.25,1680.8793103448277,-54.567308080316934
replicate_5,pos11,20,30.75,1589.855211912944,-145.5914065122007
replicate_5,pos11,21,32.25,1593.4814814814815,-141.96513694366308
replicate_5,pos11,22,33.75,1624.9214296961109,-110.52518872903374
replicate_5,pos11,23,35.25,1607.2176811952093,-128.22893722993535
replicate_5,pos11,24,36.75,1635.5158045977012,-99.93081382744344
replicate_5,pos11,25,38.25,1771.0652173913045,35.61859896615988
replicate_5,pos11,26,39.75,1716.3846153846157,-19.062003040528907
replicate_5,pos11,27,41.25,1652.5092592592594,-82.93735916588525
replicate_5,pos11,28,42.75,1533.1053113553112,-202.34130706983342
replicate_5,pos11,29,44.25,1579.8435314685316,-155.60308695661308
replicate_5,pos11,30,45.75,1548.1900759026744,-187.25654252247034
replicate_5,pos11,31,47.25,1413.200470201888,-322.24614822325645
replicate_5,pos11,32,48.75,1264.943631669535,-470.5029867556094
replicate_5,pos11,33,50.25,1185.6013289036546,-549.84528952149
replicate_5,pos11,34,51.75,1126.7000987654321,-608.7465196597125
replicate_5,pos12,0,0.75,2542.0742788982866,806.627660473142
replicate_5,pos12,1,2.25,2644.91875,909.4721315748552
replicate_5,pos12,2,3.75,2694.8333333333335,959.3867149081889
replicate_5,pos12,3,5.25,2624.866310160428,889.4196917352833
replicate_5,pos12,4,6.75,2558.1949152542375,822.7482968290929
replicate_5,pos12,5,8.25,2532.248431698886,796.8018132737416
replicate_5,pos12,6,9.75,2469.2169340463456,733.770315621201
replicate_5,pos12,7,11.25,2342.4241447985005,606.9775263733559
replicate_5,pos12,8,12.75,2203.1428571428573,467.69623871771273
replicate_5,pos12,9,14.25,2064.9033900771137,329.4567716519689
replicate_5,pos12,10,15.75,1891.3983208955224,155.95170247037777
replicate_5,pos12,11,17.25,1823.392718275009,87.94609984986425
replicate_5,pos12,12,18.75,1734.054054054054,-1.392564371090657
replicate_5,pos12,13,20.25,1622.406976744186,-113.03964168095854
replicate_5,pos12,14,21.75,1554.4954128440368,-180.95120558110784
replicate_5,pos12,15,23.25,1525.7097547380156,-209.73686368712902
replicate_5,pos12,16,24.75,1519.3150684931506,-216.13154993199396
replicate_5,pos12,17,26.25,1519.0586124401914,-216.38800598495322
replicate_5,pos12,18,27.75,1548.6162790697674,-186.8303393553772
replicate_5,pos12,19,29.25,1583.0752688172042,-152.37134960794037
replicate_5,pos12,20,30.75,1669.4130539887187,-66.03356443642576
replicate_5,pos12,21,32.25,1630.1880904183536,-105.25852800679104
replicate_5,pos12,22,33.75,1722.2075887075887,-13.239029717555923
replicate_5,pos12,23,35.25,1652.4838613714114,-82.96275705373307
replicate_5,pos12,24,36.75,1606.2984162895928,-129.14820213555186
replicate_5,pos12,25,38.25,1596.067964222726,-139.3786542024185
replicate_5,pos12,26,39.75,1637.2469780219778,-98.19964040316677
replicate_5,pos12,27,41.25,1677.3861386138617,-58.0604798112829
replicate_5,pos12,28,42.75,1661.185004529301,-74.26161389584354
replicate_5,pos12,29,44.25,1498.925,-236.52161842514465
replicate_5,pos12,30,45.75,1485.2316666666666,-250.21495175847792
replicate_5,pos12,31,47.25,1400.118410128684,-335.3282082964605
replicate_5,pos12,32,48.75,1276.071932773109,-459.3746856520355
replicate_5,pos12,33,50.25,1091.1752136752136,-644.271404749931
replicate_5,pos12,34,51.75,1009.3383458646616,-726.108272560483
replicate_5,pos2,0,0.75,2203.15596451741,467.7093460922656
replicate_5,pos2,1,2.25,2203.6944444444443,468.24782601929974
replicate_5,pos2,2,3.75,2198.500717566016,463.0540991408716
replicate_5,pos2,3,5.25,2197.9000626566417,462.4534442314971
replicate_5,pos2,4,6.75,2006.5588235294117,271.1122051042671
replicate_5,pos2,5,8.25,1794.231512605042,58.78489417989738
replicate_5,pos2,6,9.75,1773.046153846154,37.59953542100948
replicate_5,pos2,7,11.25,1779.323076923077,43.87645849793239
replicate_5,pos2,8,12.75,1850.623538011696,115.17691958655121
replicate_5,pos2,9,14.25,1786.877192982456,51.4305745573115
replicate_5,pos2,10,15.75,1787.1176470588234,51.67102863367893
replicate_5,pos2,11,17.25,1701.711352657005,-33.7352657681397
replicate_5,pos2,12,18.75,1672.7699579831933,-62.6766604419513
replicate_5,pos2,13,20.25,1644.1264367816093,-91.3201816435353
replicate_5,pos2,14,21.75,1623.6666666666667,-111.77995175847786
replicate_5,pos2,15,23.25,1564.433734939759,-171.0128834853856
replicate_5,pos2,16,24.75,1501.5670103092784,-233.87960811586618
replicate_5,pos2,17,26.25,1405.7607030636293,-329.6859153615153
replicate_5,pos2,18,27.75,1407.4177215189873,-328.02889690615734
replicate_5,pos2,19,29.25,1426.314236111111,-309.1323823140335
replicate_5,pos2,20,30.75,1448.3626532887401,-287.08396513640434
replicate_5,pos2,21,32.25,1446.295238095238,-289.1513803299067
replicate_5,pos2,22,33.75,1434.2121762835077,-301.23444214163703
replicate_5,pos2,23,35.25,1426.8145787139688,-308.6320397111757
replicate_5,pos2,24,36.75,1417.9333333333332,-317.51328509181144
replicate_5,pos2,25,38.25,1396.4842620349145,-338.9623563902302
replicate_5,pos2,26,39.75,1441.173076923077,-294.2735415020677
replicate_5,pos2,27,41.25,1459.397857589658,-276.0487608354864
replicate_5,pos2,28,42.75,1419.6239830989468,-315.82263532619777
replicate_5,pos2,29,44.25,1385.3291139240507,-350.1175045010939
replicate_5,pos2,30,45.75,1353.4746472663137,-381.9719711588308
replicate_5,pos2,31,47.25,1249.8520710059172,-485.5945474192274
replicate_5,pos2,32,48.75,1185.334781529295,-550.1118368958497
replicate_5,pos2,33,50.25,1051.610465116279,-683.8361533088655
replicate_5,pos2,34,51.75,1103.560606060606,-631.8860123645386
replicate_5,pos3,0,0.75,1749.0823529411764,13.635734516031789
replicate_5,pos3,1,2.25,1931.1308084728848,195.68419004774012
replicate_5,pos3,2,3.75,2056.410714285714,320.9640958605696
replicate_5,pos3,3,5.25,2147.9543985222817,412.5077800971369
replicate_5,pos3,4,6.75,2097.591862761231,362.1452443360861
replicate_5,pos3,5,8.25,2090.61797752809,355.1713591029452
replicate_5,pos3,6,9.75,2093.5408182154756,358.094199790331
replicate_5,pos3,7,11.25,1979.694653179191,244.24803475404622
replicate_5,pos3,8,12.75,1899.3112980769233,163.8646796517786
replicate_5,pos3,9,14.25,1790.8433734939758,55.396755068831226
replicate_5,pos3,10,15.75,1718.79012345679,-16.656494968354536
replicate_5,pos3,11,17.25,1817.0263157894735,81.57969736432892
replicate_5,pos3,12,18.75,1783.2124569925118,47.76583856736704
replicate_5,pos3,13,20.25,1664.6851909025418,-70.76142752260273
replicate_5,pos3,14,21.75,1624.5434141201265,-110.90320430501811
replicate_5,pos3,15,23.25,1592.842105263158,-142.6045131619867
replicate_5,pos3,16,24.75,1554.698795180723,-180.74782324442162
replicate_5,pos3,17,26.25,1607.1702127659576,-128.27640565918705
replicate_5,pos3,18,27.75,1585.716227697536,-149.73039072760855
replicate_5,pos3,19,29.25,1549.4040404040404,-186.0425780211042
replicate_5,pos3,20,30.75,1514.216379310345,-221.2302391147997
replicate_5,pos3,21,32.25,1512.8764167393201,-222.5702016858246
replicate_5,pos3,22,33.75,1462.7083333333333,-272.73828509181135
replicate_5,pos3,23,35.25,1406.3697450954226,-329.07687332972205
replicate_5,pos3,24,36.75,1430.5020748987854,-304.9445435263592
replicate_5,pos3,25,38.25,1359.8791208791208,-375.5674975460238
replicate_5,pos3,26,39.75,1353.7621951219512,-381.6844233031934
replicate_5,pos3,27,41.25,1362.029931482149,-373.4166869429954
replicate_5,pos3,28,42.75,1319.2889610389611,-416.1576573861835
replicate_5,pos3,29,44.25,1343.887323943662,-391.55929448148254
replicate_5,pos3,30,45.75,1282.7097222222224,-452.73689620292237
replicate_5,pos3,31,47.25,1241.827868852459,-493.6187495726856
replicate_5,pos3,32,48.75,1083.8082191780825,-651.6383992470621
replicate_5,pos3,33,50.25,1002.8314492753623,-732.6151691497823
replicate_5,pos3,34,51.75,981.5845125786163,-753.8621058465283
replicate_5,pos3,35,53.25,1321.962962962963,-413.48365546218156
replicate_5,pos4,0,0.75,2112.01,376.5633815748556
replicate_5,pos4,1,2.25,2322.8894878706196,587.4428694454753
replicate_5,pos4,2,3.75,2455.6555138272447,720.2088954021001
replicate_5,pos4,3,5.25,2367.6349206349205,632.1883022097759
replicate_5,pos4,4,6.75,2113.926180591593,378.47956216644866
replicate_5,pos4,5,8.25,1999.2184334074623,263.7718149823178
replicate_5,pos4,6,9.75,1855.3738317757009,119.92721335055626
replicate_5,pos4,7,11.25,1729.376811594203,-6.069806830941616
replicate_5,pos4,8,12.75,1706.0,-29.446618425144607
replicate_5,pos4,9,14.25,1670.5770794246405,-64.86953900050423
replicate_5,pos4,10,15.75,1623.0897435897436,-112.35687483540096
replicate_5,pos4,11,17.25,1615.5192307692307,-119.92738765591389
replicate_5,pos4,12,18.75,1558.6137785537612,-176.8328398713835
replicate_5,pos4,13,20.25,1534.9213999331773,-200.52521849196717
replicate_5,pos4,14,21.75,1531.7662337662337,-203.68038465891095
replicate_5,pos4,15,23.25,1492.1321985815603,-243.31441984358435
replicate_5,pos4,16,24.75,1481.6129976580796,-253.83362076706499
replicate_5,pos4,17,26.25,1394.3420542635658,-341.10456416157865
replicate_5,pos4,18,27.75,1318.6404494382025,-416.8061689869421
replicate_5,pos4,19,29.25,1351.1559633027523,-384.2906551223923
replicate_5,pos4,20,30.75,1363.4994117647059,-371.9472066604387
replicate_5,pos4,21,32.25,1361.0254237288136,-374.421194696331
replicate_5,pos4,22,33.75,1320.1413576881134,-415.3052607370312
replicate_5,pos4,23,35.25,1338.6555555555556,-396.79106286958904
replicate_5,pos4,24,36.75,1326.6396103896104,-408.8070080355342
replicate_5,pos4,25,38.25,1389.182487725041,-346.2641307001037
replicate_5,pos4,26,39.75,1394.8223350253809,-340.6242833997637
replicate_5,pos4,27,41.25,1405.451140873016,-329.9954775521288
replicate_5,pos4,28,42.75,1402.5376213592233,-332.9089970659213
replicate_5,pos4,29,44.25,1436.993670886076,-298.45294753906865
replicate_5,pos4,30,45.75,1409.2420466058766,-326.20457181926804
replicate_5,pos4,31,47.25,1317.8280935974735,-417.6185248276712
replicate_5,pos4,32,48.75,1151.1186440677966,-584.327974357348
replicate_5,pos4,33,50.25,1008.8759257718233,-726.5706926533213
replicate_5,pos4,34,51.75,885.219696969697,-850.2269214554476
replicate_5,pos4,35,53.25,782.6569220430108,-952.7896963821338
replicate_5,pos5,0,0.75,2299.987719298246,564.541100873101
replicate_5,pos5,1,2.25,2467.8335724533717,732.3869540282271
replicate_5,pos5,2,3.75,2509.7631578947367,774.316539469592
replicate_5,pos5,3,5.25,2474.531914893617,739.0852964684723
replicate_5,pos5,4,6.75,2329.178947368421,593.7323289432766
replicate_5,pos5,5,8.25,2320.439024390244,584.9924059650994
replicate_5,pos5,6,9.75,2078.7301587301586,343.28354030501396
replicate_5,pos5,7,11.25,1972.270491803279,236.8238733781343
replicate_5,pos5,8,12.75,1979.861819090455,244.41520066531018
replicate_5,pos5,9,14.25,1821.6336633663368,86.1870449411922
replicate_5,pos5,10,15.75,1849.326923076923,113.88030465177849
replicate_5,pos5,11,17.25,1825.8220745662604,90.37545614111582
replicate_5,pos5,12,18.75,1677.895238095238,-57.55138032990658
replicate_5,pos5,13,20.25,1647.0942028985505,-88.35241552659397
replicate_5,pos5,14,21.75,1699.554347826087,-35.89227059905761
replicate_5,pos5,15,23.25,1732.6711180124225,-2.775500412722181
replicate_5,pos5,16,24.75,1698.137866927593,-37.30875149755161
replicate_5,pos5,17,26.25,1539.7191011235957,-195.72751730154891
replicate_5,pos5,18,27.75,1523.5729166666667,-211.87370175847786
replicate_5,pos5,19,29.25,1537.6049382716049,-197.84168015353976
replicate_5,pos5,20,30.75,1543.9321957112656,-191.51442271387896
replicate_5,pos5,21,32.25,1503.226023017903,-232.22059540724172
replicate_5,pos5,22,33.75,1452.4802573594216,-282.96636106572294
replicate_5,pos5,23,35.25,1493.2894736842106,-242.15714474093397
replicate_5,pos5,24,36.75,1527.3544303797469,-208.09218804539773
replicate_5,pos5,25,38.25,1537.9504573170732,-197.49616110807142
replicate_5,pos5,26,39.75,1617.6268264840182,-117.81979194112637
replicate_5,pos5,27,41.25,1582.076105087573,-153.37051333757154
replicate_5,pos5,28,42.75,1542.097575399172,-193.3490430259725
replicate_5,pos5,29,44.25,1484.4429334326874,-251.00368499245712
replicate_5,pos5,30,45.75,1396.0810439560441,-339.3655744691006
replicate_5,pos5,31,47.25,1361.218027911233,-374.2285905139115
replicate_5,pos5,32,48.75,1213.138689048761,-522.3079293763836
replicate_5,pos5,33,50.25,1065.9330801466735,-669.513538278471
replicate_5,pos5,34,51.75,971.3243243243244,-764.1222941008202
replicate_5,pos5,35,53.25,800.9069767441861,-934.5396416809585
replicate_5,pos6,0,0.75,2213.5454545454545,478.0988361203099
replicate_5,pos6,1,2.25,2480.1908052541407,744.7441868289961
replicate_5,pos6,2,3.75,2541.535714285714,806.0890958605696
replicate_5,pos6,3,5.25,2419.931818181818,684.4851997566734
replicate_5,pos6,4,6.75,2286.4094395280235,550.9628211028789
replicate_5,pos6,5,8.25,2198.3762500000003,462.9296315748554
replicate_5,pos6,6,9.75,2128.8456345634563,393.3990161383117
replicate_5,pos6,7,11.25,2075.8064516129034,340.3598331877588
replicate_5,pos6,8,12.75,1932.5140983606557,197.06747993551096
replicate_5,pos6,9,14.25,1840.671875,105.2252565748554
replicate_5,pos6,10,15.75,1775.3170731707316,39.87045474558704
replicate_5,pos6,11,17.25,1751.920634920635,16.474016495490332
replicate_5,pos6,12,18.75,1707.8354430379748,-27.61117538716985
replicate_5,pos6,13,20.25,1618.6766513056837,-116.76996711946106
replicate_5,pos6,14,21.75,1603.159764603313,-132.28685382183153
replicate_5,pos6,15,23.25,1572.8333333333333,-162.61328509181135
replicate_5,pos6,16,24.75,1559.493077956989,-175.95354046815544
replicate_5,pos6,17,26.25,1586.0630081300812,-149.38361029506336
replicate_5,pos6,18,27.75,1503.6402173913043,-231.8064010338402
replicate_5,pos6,19,29.25,1515.3859183673471,-220.0607000577976
replicate_5,pos6,20,30.75,1467.1720430107528,-268.27457541439185
replicate_5,pos6,21,32.25,1522.765306122449,-212.6813123026957
replicate_5,pos6,22,33.75,1540.1483952398123,-195.2982231853323
replicate_5,pos6,23,35.25,1515.858585858586,-219.5880325665587
replicate_5,pos6,24,36.75,1348.121760009257,-387.32485841588755
replicate_5,pos6,25,38.25,1423.076923076923,-312.3696953482215
replicate_5,pos6,26,39.75,1366.943925233645,-368.5026931914997
replicate_5,pos6,27,41.25,1343.840425531915,-391.6061928932297
replicate_5,pos6,28,42.75,1319.8213716108453,-415.6252468142993
replicate_5,pos6,29,44.25,1341.970778131813,-393.47584029333166
replicate_5,pos6,30,45.75,1352.5824175824175,-382.8642008427271
replicate_5,pos6,31,47.25,1289.0176461065244,-446.42897231862037
replicate_5,pos6,32,48.75,1133.1863354037266,-602.260283021418
replicate_5,pos6,33,50.25,1130.7454643112915,-604.7011541138531
replicate_5,pos6,34,51.75,1034.6652458785402,-700.7813725466044
replicate_5,pos7,0,0.75,2459.426608784474,723.9799903593293
replicate_5,pos7,1,2.25,2650.3488372093025,914.9022187841579
replicate_5,pos7,2,3.75,2625.8092672413795,890.3626488162347
replicate_5,pos7,3,5.25,2596.9866666666667,861.5400482415221
replicate_5,pos7,4,6.75,2464.186813186813,728.7401947616686
replicate_5,pos7,5,8.25,2406.0128205128203,670.5662020876757
replicate_5,pos7,6,9.75,2273.64,538.1933815748553
replicate_5,pos7,7,11.25,2217.1254406580492,481.67882223290485
replicate_5,pos7,8,12.75,2095.1403508771928,359.69373245204815
replicate_5,pos7,9,14.25,2020.198113207547,284.75149478240246
replicate_5,pos7,10,15.75,1845.3671120124059,109.92049358726138
replicate_5,pos7,11,17.25,1827.0,91.5533815748554
replicate_5,pos7,12,18.75,1691.156862745098,-44.28975568004671
replicate_5,pos7,13,20.25,1712.8228418640183,-22.623776561126306
replicate_5,pos7,14,21.75,1716.542361111111,-18.904257314033543
replicate_5,pos7,15,23.25,1629.4205137751303,-106.0261046500143
replicate_5,pos7,16,24.75,1660.148148148148,-75.29847027699657
replicate_5,pos7,17,26.25,1643.6923076923076,-91.75431073283698
replicate_5,pos7,18,27.75,1578.6914893617022,-156.75512906344238
replicate_5,pos7,19,29.25,1592.8213527851458,-142.6252656399987
replicate_5,pos7,20,30.75,1558.8130081300812,-176.63361029506336
replicate_5,pos7,21,32.25,1481.5643408878705,-253.88227753727426
replicate_5,pos7,22,33.75,1442.8346456692914,-292.61197275585323
replicate_5,pos7,23,35.25,1392.7628374413148,-342.68378098382993
replicate_5,pos7,24,36.75,1382.2486111111111,-353.1980073140336
replicate_5,pos7,25,38.25,1418.4677629436665,-316.97885548147815
replicate_5,pos7,26,39.75,1523.2522522522522,-212.1943661728924
replicate_5,pos7,27,41.25,1497.7597402597403,-237.68687816540432
replicate_5,pos7,28,42.75,1474.9702634245186,-260.47635500062586
replicate_5,pos7,29,44.25,1455.1717791411045,-280.2748392840401
replicate_5,pos7,30,45.75,1358.5471698113208,-376.8994486138238
replicate_5,pos7,31,47.25,1246.768316019683,-488.67830240546175
replicate_5,pos7,32,48.75,1106.238107782628,-629.2085106425164
replicate_5,pos7,33,50.25,1020.3716814159292,-715.0749370092154
replicate_5,pos7,34,51.75,1056.2148514851485,-679.2317669399961
replicate_5,pos8,0,0.75,2186.2359550561796,450.789336631035
replicate_5,pos8,1,2.25,2354.684210526316,619.2375921011712
replicate_5,pos8,2,3.75,2443.5342465753424,708.0876281501978
replicate_5,pos8,3,5.25,2436.8153931515535,701.3687747264089
replicate_5,pos8,4,6.75,2212.3298969072166,476.883278482072
replicate_5,pos8,5,8.25,1982.0,246.5533815748554
replicate_5,pos8,6,9.75,1929.2111080408954,193.7644896157508
replicate_5,pos8,7,11.25,1993.87323943662,258.4266210114754
replicate_5,pos8,8,12.75,1932.1549295774648,196.70831115232022
replicate_5,pos8,9,14.25,1865.0288461538464,129.5822277287018
replicate_5,pos8,10,15.75,1782.0454545454545,46.5988361203099
replicate_5,pos8,11,17.25,1747.9636363636364,12.51701793849179
replicate_5,pos8,12,18.75,1727.4017094017097,-8.044909023434911
replicate_5,pos8,13,20.25,1788.7362637362637,53.2896453111191
replicate_5,pos8,14,21.75,1764.2142857142858,28.767667289141173
replicate_5,pos8,15,23.25,1773.2808988764043,37.8342804512597
replicate_5,pos8,16,24.75,1754.010989010989,18.564370585844472
replicate_5,pos8,17,26.25,1716.0787850957754,-19.36783332936932
replicate_5,pos8,18,27.75,1604.375,-131.0716184251446
replicate_5,pos8,19,29.25,1550.4057971014493,-185.04082132369535
replicate_5,pos8,20,30.75,1616.0452272233092,-119.40139120183528
replicate_5,pos8,21,32.25,1551.2967105263158,-184.14990789882881
replicate_5,pos8,22,33.75,1547.6957983193277,-187.75082010581696
replicate_5,pos8,23,35.25,1523.9163754571314,-211.53024296801334
replicate_5,pos8,24,36.75,1554.323076923077,-181.1235415020676
replicate_5,pos8,25,38.25,1502.064935064935,-233.38168336020954
replicate_5,pos8,26,39.75,1420.451612903226,-314.99500552191853
replicate_5,pos8,27,41.25,1508.8237010542168,-226.62291737092778
replicate_5,pos8,28,42.75,1507.9133858267717,-227.53323259837293
replicate_5,pos8,29,44.25,1403.6942148760331,-331.7524035491115
replicate_5,pos8,30,45.75,1340.121611253197,-395.3250071719476
replicate_5,pos8,31,47.25,1277.3676470588234,-458.07897136632107
replicate_5,pos8,32,48.75,1093.9201968335472,-641.5264215915975
replicate_5,pos8,33,50.25,896.6521739130435,-838.7944445121011
replicate_5,pos8,34,51.75,911.0058113351347,-824.4408070900099
replicate_5,pos9,0,0.75,2055.761467889908,320.3148494647635
replicate_5,pos9,1,2.25,2282.551724137931,547.1051057127866
replicate_5,pos9,2,3.75,2375.4032258064517,639.9566073813071
replicate_5,pos9,3,5.25,2376.8588011088013,641.4121826836565
replicate_5,pos9,4,6.75,2240.672,505.2253815748554
replicate_5,pos9,5,8.25,2162.6383688600554,427.191750434911
replicate_5,pos9,6,9.75,2152.5634032634034,417.1167848382588
replicate_5,pos9,7,11.25,2131.8221032132424,396.375484788098
replicate_5,pos9,8,12.75,2076.9346242965903,341.4880058714459
replicate_5,pos9,9,14.25,1880.0814722303849,144.63485380524037
replicate_5,pos9,10,15.75,1820.5056899004267,85.05907147528217
replicate_5,pos9,11,17.25,1739.7602562147324,4.313637789587801
replicate_5,pos9,12,18.75,1643.5562090530077,-91.8904093721369
replicate_5,pos9,13,20.25,1668.869623655914,-66.57699476923062
replicate_5,pos9,14,21.75,1696.4722222222222,-38.974396202922435
replicate_5,pos9,15,23.25,1640.144927536232,-95.30169088891262
replicate_5,pos9,16,24.75,1582.6269889840883,-152.81962944105646
replicate_5,pos9,17,26.25,1642.8150406504064,-92.63157777473805
replicate_5,pos9,18,27.75,1658.375,-77.0716184251446
replicate_5,pos9,19,29.25,1632.3896103896104,-103.05700803553418
replicate_5,pos9,20,30.75,1512.1868131868132,-223.2598052383314
replicate_5,pos9,21,32.25,1498.25,-237.1966184251446
replicate_5,pos9,22,33.75,1467.1598051948054,-268.28681323033936
replicate_5,pos9,23,35.25,1490.5604697270091,-244.88614869813534
replicate_5,pos9,24,36.75,1514.0770270270268,-221.36959139811768
replicate_5,pos9,25,38.25,1529.8330714160993,-205.61354700904542
replicate_5,pos9,26,39.75,1557.6363636363635,-177.8102547887811
replicate_5,pos9,27,41.25,1554.3701567583555,-181.0764616667891
replicate_5,pos9,28,42.75,1527.4568965517242,-207.98972187342042
replicate_5,pos9,29,44.25,1408.3019801980197,-327.1446382271249
replicate_5,pos9,30,45.75,1427.524018232819,-307.9226001923256
replicate_5,pos9,31,47.25,1414.247619047619,-321.1989993775255
replicate_5,pos9,32,48.75,1224.080309139785,-511.36630928535965
replicate_5,pos9,33,50.25,1089.3085714285714,-646.1380469965732
replicate_5,pos9,34,51.75,1038.240518038853,-697.2061003862916
replicate_5,pos9,35,53.25,953.4679874213837,-781.9786310037609
