replicate,pos,y_bin,y_um,median_intensity
replicate_3,pos14,6,9.75,2546.4500918554804
replicate_3,pos14,7,11.25,2549.7708333333335
replicate_3,pos14,8,12.75,2409.06779661017
replicate_3,pos14,9,14.25,2394.897891963109
replicate_3,pos14,10,15.75,2322.036519607843
replicate_3,pos14,11,17.25,2288.6875
replicate_3,pos14,12,18.75,2264.2006715386133
replicate_3,pos14,13,20.25,2213.357643758766
replicate_3,pos14,14,21.75,2123.315789473684
replicate_3,pos14,15,23.25,2101.2761258911496
replicate_3,pos14,16,24.75,2046.8
replicate_3,pos14,17,26.25,1864.8954545454546
replicate_3,pos14,18,27.75,1823.0666666666664
replicate_3,pos14,19,29.25,1778.1479500891264
replicate_3,pos14,20,30.75,1754.7619047619048
replicate_3,pos14,21,32.25,1682.8857142857144
replicate_3,pos14,22,33.75,1635.2064102564104
replicate_3,pos14,23,35.25,1646.0138400187661
replicate_3,pos14,24,36.75,1619.0431547619048
replicate_3,pos14,25,38.25,1642.3259923175415
replicate_3,pos14,26,39.75,1647.1764705882354
replicate_3,pos14,27,41.25,1657.0409450766947
replicate_3,pos14,28,42.75,1657.907738095238
replicate_3,pos14,29,44.25,1638.5501792114696
replicate_3,pos14,30,45.75,1695.3088803088801
replicate_3,pos14,31,47.25,1660.1315789473683
replicate_3,pos14,32,48.75,1708.75
replicate_3,pos14,33,50.25,1845.4834307992203
replicate_3,pos14,34,51.75,1912.566591017678
replicate_3,pos15,0,0.75,2679.0
replicate_3,pos15,1,2.25,3054.4823529411765
replicate_3,pos15,2,3.75,2894.714285714286
replicate_3,pos15,3,5.25,2809.686111111111
replicate_3,pos15,4,6.75,2787.1136363636365
replicate_3,pos15,5,8.25,2755.1290322580644
replicate_3,pos15,6,9.75,2597.1180613090305
replicate_3,pos15,7,11.25,2539.213333333333
replicate_3,pos15,8,12.75,2487.2954545454545
replicate_3,pos15,9,14.25,2494.775238095238
replicate_3,pos15,10,15.75,2308.2310606060605
replicate_3,pos15,11,17.25,2249.0454545454545
replicate_3,pos15,12,18.75,2185.2608695652175
replicate_3,pos15,13,20.25,2071.098765432099
replicate_3,pos15,14,21.75,2103.448275862069
replicate_3,pos15,15,23.25,1937.6458333333335
replicate_3,pos15,16,24.75,1940.004029850746
replicate_3,pos15,17,26.25,1895.66
replicate_3,pos15,18,27.75,1849.8761026463512
replicate_3,pos15,19,29.25,1778.6851851851852
replicate_3,pos15,20,30.75,1735.4
replicate_3,pos15,21,32.25,1678.9212962962963
replicate_3,pos15,22,33.75,1692.5807748538014
replicate_3,pos15,23,35.25,1690.7796610169491
replicate_3,pos15,24,36.75,1661.659574468085
replicate_3,pos15,25,38.25,1632.2512677484788
replicate_3,pos15,26,39.75,1683.6753246753246
replicate_3,pos15,27,41.25,1648.4794520547946
replicate_3,pos15,28,42.75,1619.3934782608696
replicate_3,pos15,29,44.25,1621.4558823529412
replicate_3,pos15,30,45.75,1608.0162337662337
replicate_3,pos15,31,47.25,1626.3617021276596
replicate_3,pos15,32,48.75,1685.5632183908046
replicate_3,pos15,33,50.25,1727.178571428571
replicate_3,pos15,34,51.75,1769.67124382447
replicate_3,pos15,35,53.25,1816.8020833333333
replicate_3,pos16,0,0.75,2982.505042290176
replicate_3,pos16,1,2.25,3209.1023474178405
replicate_3,pos16,2,3.75,3160.9180327868853
replicate_3,pos16,3,5.25,3102.662162162162
